feature,class,count,mean,std,min,p01,p05,p25,p50,p75,p95,p99,max
d0err_clip,Tbqq,50000,0.005906577687710524,0.005542195402085781,0.0,0.0,0.0,0.0,0.009499999694526196,0.010999999940395355,0.013000000268220901,0.014399999752640724,0.021700000390410423
dz_tanh,Tbqq,50000,0.00033607336808927357,0.13385549187660217,-0.9999991655349731,-0.5183874976634979,-0.11657616347074506,-0.0037123511428944767,0.0,0.004475201363675296,0.11827798970043643,0.5096342921257024,0.9999940395355225
dzerr_clip,Tbqq,50000,0.019255435094237328,0.02077532187104225,0.0,0.0,0.0,0.0,0.028300000354647636,0.031599998474121094,0.037700001150369644,0.08470000326633453,0.10170000046491623
d_eta,Tbqq,50000,-0.0004779502050951123,0.14307689666748047,-0.679329514503479,-0.3506981766223907,-0.23598046228289601,-0.09191320836544037,-0.0006105750799179077,0.09030046314001083,0.23478401750326156,0.3453742706775668,0.6866347193717957
d_phi,Tbqq,50000,-0.00021787590230815113,0.14385227859020233,-0.6461632251739502,-0.3523873481154442,-0.23751510381698607,-0.09063804149627686,-0.0004572458565235138,0.09098175913095474,0.23641702383756635,0.34892829805612574,0.6909329891204834
part_pt_log,Tbl,50000,2.5862655639648438,0.34543728828430176,1.0964312553405762,1.8094002604484558,2.020952272415161,2.3363972902297974,2.585530638694763,2.847542107105255,3.1342119455337523,3.2978118801116953,3.541327953338623
part_e_log,Tbl,50000,2.5736873149871826,0.3967073857784271,0.8899425864219666,1.702502930164337,1.9341427326202392,2.2889400720596313,2.570245862007141,2.8522223830223083,3.2330789327621456,3.480134336948396,4.115844249725342
part_logptrel,Tbl,50000,2.597431182861328,0.3316696286201477,1.2252305746078491,1.83982772231102,2.0549113750457764,2.353987216949463,2.594556212425232,2.857304334640503,3.1296528816223144,3.2129124760627747,3.2849793434143066
part_logerel,Tbl,50000,2.585085868835449,0.3344583809375763,1.0532505512237549,1.8070443677902222,2.0345157980918884,2.3428333401679993,2.584214687347412,2.8441194891929626,3.118395638465881,3.204047431945801,3.2830569744110107
raw_dR,Tbl,50000,0.17744769155979156,0.10406703501939774,0.00047144427662715316,0.0210485564917326,0.0438568850979209,0.10178960114717484,0.1597059667110443,0.2315395437180996,0.37517627328634257,0.51121084690094,0.7944235801696777
charge,Tbl,50000,0.006819999776780605,0.9451630711555481,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0
isChargedHadron,Tbl,50000,0.06837999820709229,0.2523968517780304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isNeutralHadron,Tbl,50000,0.044319998472929,0.20580510795116425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
isPhoton,Tbl,50000,0.062300000339746475,0.24169960618019104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isElectron,Tbl,50000,0.4095799922943115,0.49175629019737244,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isMuon,Tbl,50000,0.4154199957847595,0.4927942752838135,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
d0_tanh,Tbl,50000,0.00036162277683615685,0.0651911124587059,-1.0,-0.18439918532967567,-0.02183560552075505,-0.006774332374334335,0.0,0.006904272013343871,0.02212208425626157,0.19190056070685393,0.9999992847442627
d0err_clip,Tbl,50000,0.009713057428598404,0.0035041896626353264,0.0,0.0,0.0,0.009499999694526196,0.010999999940395355,0.010999999940395355,0.013700000010430813,0.013700000010430813,0.01759999990463257
dz_tanh,Tbl,50000,-0.0007743030437268317,0.0853145495057106,-0.9916408061981201,-0.2641285270452499,-0.070983412489295,-0.021255002357065678,0.0,0.021055761259049177,0.0680679198354482,0.23842562854290011,0.9997055530548096
dzerr_clip,Tbl,50000,0.032105136662721634,0.017772581428289413,0.0,0.0,0.0,0.03099999949336052,0.03180000185966492,0.03180000185966492,0.08500000089406967,0.08500000089406967,0.08820000290870667
d_eta,Tbl,50000,0.0007848474779166281,0.14507326483726501,-0.7821297645568848,-0.3613417699933052,-0.23249723762273788,-0.09103577211499214,0.0009607970714569092,0.09272738546133041,0.23485701829195021,0.3642941680550581,0.6850855946540833
d_phi,Tbl,50000,0.0004937914782203734,0.14584414660930634,-0.7196910977363586,-0.36146994173526764,-0.2351374641060829,-0.09152592904865742,-0.0003332197666168213,0.09216407872736454,0.23813111409544943,0.366574074327946,0.7296155691146851
