feature,class,count,mean,std,min,p01,p05,p25,p50,p75,p95,p99,max
dz_tanh,Tbqq,250000,-0.0005315711605362594,0.2251746505498886,-1.0,-0.9997481900453568,-0.19422415420413014,0.0,0.0,0.0,0.19223720133304575,0.9994552731513977,1.0
dzerr_clip,Tbqq,250000,0.03686726465821266,0.08085808902978897,0.0,0.0,0.0,0.0,0.0,0.04500000178813934,0.13169999420642853,0.3711000084877014,1.0
d_eta,Tbqq,250000,1.158077247964684e-05,0.2589418888092041,-3.1280343532562256,-0.6274749773740769,-0.4183496996760368,-0.14983318373560905,0.00028818845748901367,0.15009331330657005,0.4168060272932051,0.6247385388612748,2.9564757347106934
d_phi,Tbqq,250000,-0.0007149722659960389,0.25310730934143066,-0.9342396855354309,-0.6243247723579407,-0.43048073947429655,-0.15626531839370728,-0.0007730723009444773,0.15494975820183754,0.429177005589008,0.6227285474538804,0.9214943051338196
part_pt_log,Tbl,250000,0.1807466745376587,0.9494319558143616,-2.5759880542755127,-1.3036029350757599,-1.1261120438575745,-0.5436794608831406,0.04290180653333664,0.7715524733066559,1.9846314787864678,2.8226383614540103,3.540687084197998
part_e_log,Tbl,250000,0.18977144360542297,0.9471206068992615,-2.0942885875701904,-1.391963164806366,-1.1313803553581239,-0.5248227715492249,0.04608057625591755,0.7687924951314926,1.998769998550415,2.824053564071656,3.9012691974639893
part_logptrel,Tbl,250000,0.184586763381958,0.9496881365776062,-2.75179386138916,-1.378486577272415,-1.1200219452381133,-0.5354980528354645,0.048535989597439766,0.7752018570899963,1.9834931910037983,2.8254931378364567,3.260344982147217
part_logerel,Tbl,250000,0.18885651230812073,0.9383964538574219,-2.0933680534362793,-1.3452912008762359,-1.1049289405345917,-0.5226490646600723,0.05084695667028427,0.7687708586454391,1.9689864397048937,2.8128192353248607,3.2773773670196533
part_deltaR,Tbl,250000,0.2259085327386856,0.7988861203193665,-0.7984038591384888,-0.7221239572763443,-0.6248680651187897,-0.36317722499370575,-0.015554368495941162,0.6087601184844971,1.8658671140670768,2.3502439117431644,5.0
charge,Tbl,250000,0.00107999995816499,0.7035729289054871,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
isChargedHadron,Tbl,250000,0.4430280029773712,0.4967436194419861,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Tbl,250000,0.10083600133657455,0.3011114299297333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Tbl,250000,0.4067800045013428,0.49123311042785645,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Tbl,250000,0.02703999914228916,0.16220000386238098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
isMuon,Tbl,250000,0.024992000311613083,0.15610061585903168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
d0_tanh,Tbl,250000,0.0003702912072185427,0.22241057455539703,-1.0,-0.9999297285079956,-0.2057834357023239,0.0,0.0,0.0,0.20746753066778167,0.9999715125560761,1.0
d0err_clip,Tbl,250000,0.014890890568494797,0.02782185561954975,0.0,0.0,0.0,0.0,0.0,0.021400000900030136,0.0544000007212162,0.12300000339746475,0.6970000267028809
dz_tanh,Tbl,250000,0.000377586082322523,0.2468183934688568,-1.0,-0.9990062755346298,-0.31438350826501843,0.0,0.0,0.0,0.31625052392482755,0.9992100811004638,1.0
dzerr_clip,Tbl,250000,0.03725956752896309,0.0851106345653534,0.0,0.0,0.0,0.0,0.0,0.04430000111460686,0.11990000307559967,0.436599999666214,1.0
d_eta,Tbl,250000,-0.00031100737396627665,0.24553631246089935,-3.0327484607696533,-0.6461336368322372,-0.39042969346046447,-0.11029207706451416,-0.0001386106014251709,0.10928980261087418,0.3879262447357177,0.6475389212369924,3.032358169555664
d_phi,Tbl,250000,-0.0008274015854112804,0.22348202764987946,-0.9818548560142517,-0.615692703127861,-0.38869486302137374,-0.11245949566364288,-0.0011324286460876465,0.1114510577172041,0.384324702620506,0.6124470907449723,1.0635197162628174
